ID,X1_age,X2_job,X3_marital,X4_salary,X5_default,X6_balance,X7_housing,X8_loan,X9_contact,X13_campaign,X15_previous,X16_toutcome,X17_ioutcome
TR00016448,2_30代,05_労務職,1_未婚,3_高,0_無,2_中,0_無,0_無,1_Tel,3回以上,0回,0_無,0_無
TR00016449,2_30代,07_自営業,2_既婚,X_不明,0_無,3_やや多,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016450,2_30代,03_事務職,3_離婚,3_高,0_無,3_やや多,0_無,1_有,1_Tel,2回,0回,0_無,0_無
TR00016451,3_40代,05_労務職,2_既婚,1_低,0_無,0_少,0_無,1_有,2_e-mail,3回以上,0回,0_無,0_無
TR00016452,3_40代,05_労務職,2_既婚,X_不明,0_無,1_やや少,0_無,1_有,1_Tel,2回,0回,0_無,0_無
TR00016453,1_20代,07_自営業,1_未婚,3_高,0_無,0_少,1_有,0_無,1_Tel,3回以上,0回,0_無,0_無
TR00016454,2_30代,08_主婦,1_未婚,3_高,0_無,1_やや少,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016455,4_50代,04_技術職,2_既婚,2_中,0_無,3_やや多,0_無,0_無,1_Tel,3回以上,0回,0_無,0_無
TR00016456,4_50代,02_管理職,3_離婚,3_高,0_無,1_やや少,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016457,1_20代,04_技術職,1_未婚,2_中,0_無,3_やや多,0_無,1_有,1_Tel,3回以上,0回,0_無,0_無
TR00016458,2_30代,02_管理職,1_未婚,3_高,0_無,2_中,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016459,4_50代,05_労務職,2_既婚,1_低,0_無,1_やや少,0_無,0_無,2_e-mail,3回以上,0回,0_無,0_無
TR00016460,2_30代,03_事務職,2_既婚,2_中,0_無,3_やや多,0_無,0_無,1_Tel,3回以上,0回,0_無,0_無
TR00016461,4_50代,02_管理職,2_既婚,3_高,0_無,4_多,0_無,0_無,2_e-mail,3回以上,0回,0_無,0_無
TR00016462,2_30代,05_労務職,2_既婚,1_低,0_無,1_やや少,0_無,0_無,2_e-mail,3回以上,0回,0_無,0_無
TR00016463,1_20代,03_事務職,2_既婚,2_中,0_無,0_少,1_有,0_無,1_Tel,3回以上,0回,0_無,0_無
TR00016464,4_50代,02_管理職,2_既婚,X_不明,0_無,0_少,0_無,0_無,1_Tel,3回以上,0回,0_無,0_無
TR00016465,2_30代,04_技術職,1_未婚,3_高,0_無,0_少,0_無,0_無,1_Tel,3回以上,0回,0_無,0_無
TR00016466,4_50代,06_サービス職,2_既婚,2_中,0_無,1_やや少,0_無,0_無,2_e-mail,3回以上,0回,0_無,0_無
TR00016467,2_30代,04_技術職,2_既婚,3_高,0_無,0_少,0_無,1_有,1_Tel,3回以上,0回,0_無,0_無
TR00016468,1_20代,05_労務職,2_既婚,2_中,0_無,1_やや少,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016469,3_40代,06_サービス職,2_既婚,2_中,0_無,2_中,0_無,0_無,1_Tel,3回以上,0回,0_無,1_有
TR00016470,1_20代,04_技術職,1_未婚,3_高,0_無,4_多,0_無,0_無,2_e-mail,3回以上,0回,0_無,0_無
TR00016471,3_40代,04_技術職,2_既婚,2_中,0_無,1_やや少,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016472,2_30代,07_自営業,2_既婚,1_低,0_無,3_やや多,0_無,0_無,1_Tel,3回以上,0回,0_無,0_無
TR00016473,2_30代,02_管理職,1_未婚,3_高,0_無,4_多,1_有,0_無,1_Tel,3回以上,0回,0_無,0_無
TR00016474,3_40代,04_技術職,1_未婚,3_高,0_無,1_やや少,0_無,1_有,1_Tel,3回以上,0回,0_無,0_無
TR00016475,2_30代,02_管理職,1_未婚,3_高,0_無,1_やや少,0_無,0_無,1_Tel,3回以上,0回,0_無,0_無
TR00016476,2_30代,02_管理職,2_既婚,3_高,0_無,1_やや少,0_無,0_無,1_Tel,3回以上,0回,0_無,0_無
TR00016477,2_30代,02_管理職,2_既婚,2_中,0_無,0_少,0_無,0_無,1_Tel,3回以上,0回,0_無,0_無
TR00016478,2_30代,03_事務職,2_既婚,2_中,0_無,4_多,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016479,3_40代,05_労務職,2_既婚,1_低,0_無,0_少,0_無,0_無,2_e-mail,1回,0回,0_無,0_無
TR00016480,3_40代,08_主婦,1_未婚,1_低,0_無,1_やや少,0_無,1_有,1_Tel,1回,0回,0_無,0_無
TR00016481,2_30代,04_技術職,3_離婚,2_中,0_無,0_少,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016482,1_20代,03_事務職,1_未婚,2_中,0_無,3_やや多,0_無,0_無,1_Tel,3回以上,0回,0_無,0_無
TR00016483,3_40代,02_管理職,2_既婚,3_高,0_無,0_少,1_有,1_有,1_Tel,1回,0回,0_無,0_無
TR00016484,3_40代,05_労務職,2_既婚,1_低,0_無,0_少,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016485,3_40代,03_事務職,3_離婚,2_中,1_有,0_少,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016486,1_20代,06_サービス職,1_未婚,3_高,0_無,3_やや多,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016487,3_40代,04_技術職,2_既婚,2_中,0_無,1_やや少,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016488,4_50代,09_退職者,3_離婚,1_低,1_有,0_少,0_無,1_有,1_Tel,2回,0回,0_無,0_無
TR00016489,4_50代,01_経営者,2_既婚,X_不明,0_無,1_やや少,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016490,1_20代,02_管理職,1_未婚,3_高,0_無,1_やや少,0_無,0_無,1_Tel,3回以上,0回,0_無,0_無
TR00016491,3_40代,06_サービス職,2_既婚,2_中,0_無,0_少,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016492,2_30代,04_技術職,2_既婚,2_中,1_有,0_少,0_無,1_有,1_Tel,1回,0回,0_無,0_無
TR00016493,5_60歳以上,04_技術職,1_未婚,2_中,0_無,0_少,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016494,3_40代,02_管理職,2_既婚,3_高,0_無,0_少,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016495,3_40代,04_技術職,2_既婚,2_中,0_無,3_やや多,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016496,4_50代,04_技術職,2_既婚,2_中,0_無,2_中,0_無,0_無,1_Tel,3回以上,0回,0_無,0_無
TR00016497,4_50代,04_技術職,2_既婚,2_中,0_無,2_中,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016498,2_30代,05_労務職,2_既婚,X_不明,0_無,0_少,0_無,0_無,1_Tel,3回以上,0回,0_無,0_無
TR00016499,2_30代,07_自営業,2_既婚,2_中,0_無,1_やや少,0_無,1_有,1_Tel,3回以上,0回,0_無,0_無
TR00016500,2_30代,03_事務職,3_離婚,2_中,0_無,0_少,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016501,4_50代,09_退職者,3_離婚,2_中,0_無,2_中,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016502,4_50代,06_サービス職,2_既婚,2_中,0_無,3_やや多,0_無,1_有,1_Tel,1回,0回,0_無,0_無
TR00016503,4_50代,02_管理職,2_既婚,3_高,0_無,3_やや多,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016504,4_50代,02_管理職,3_離婚,3_高,0_無,2_中,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016505,2_30代,04_技術職,1_未婚,2_中,0_無,0_少,0_無,1_有,1_Tel,1回,0回,0_無,0_無
TR00016506,2_30代,02_管理職,1_未婚,3_高,0_無,0_少,0_無,0_無,1_Tel,3回以上,0回,0_無,0_無
TR00016507,2_30代,04_技術職,2_既婚,3_高,0_無,0_少,0_無,0_無,2_e-mail,1回,0回,0_無,0_無
TR00016508,3_40代,01_経営者,2_既婚,3_高,0_無,0_少,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016509,1_20代,10_無職,1_未婚,3_高,1_有,0_少,0_無,1_有,1_Tel,3回以上,0回,0_無,0_無
TR00016510,2_30代,07_自営業,1_未婚,3_高,0_無,2_中,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016511,1_20代,03_事務職,2_既婚,2_中,0_無,2_中,0_無,1_有,1_Tel,2回,0回,0_無,0_無
TR00016512,2_30代,02_管理職,1_未婚,3_高,0_無,0_少,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016513,2_30代,04_技術職,2_既婚,3_高,0_無,4_多,1_有,0_無,1_Tel,3回以上,0回,0_無,0_無
TR00016514,1_20代,06_サービス職,2_既婚,2_中,0_無,1_やや少,0_無,0_無,1_Tel,3回以上,0回,0_無,0_無
TR00016515,4_50代,09_退職者,3_離婚,1_低,0_無,1_やや少,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016516,1_20代,04_技術職,2_既婚,2_中,0_無,1_やや少,0_無,1_有,2_e-mail,1回,0回,0_無,0_無
TR00016517,3_40代,01_経営者,2_既婚,X_不明,0_無,0_少,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016518,2_30代,02_管理職,1_未婚,3_高,0_無,0_少,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016519,4_50代,05_労務職,2_既婚,1_低,0_無,2_中,0_無,0_無,1_Tel,2回,0回,0_無,1_有
TR00016520,2_30代,01_経営者,2_既婚,1_低,0_無,0_少,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016521,1_20代,03_事務職,2_既婚,2_中,0_無,0_少,0_無,1_有,1_Tel,1回,0回,0_無,0_無
TR00016522,3_40代,01_経営者,1_未婚,2_中,0_無,2_中,0_無,0_無,1_Tel,1回,0回,0_無,1_有
TR00016523,3_40代,02_管理職,2_既婚,3_高,0_無,2_中,1_有,0_無,1_Tel,2回,0回,0_無,0_無
TR00016524,3_40代,03_事務職,2_既婚,2_中,0_無,3_やや多,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016525,4_50代,06_サービス職,2_既婚,2_中,0_無,1_やや少,0_無,1_有,1_Tel,1回,0回,0_無,0_無
TR00016526,3_40代,04_技術職,2_既婚,2_中,0_無,0_少,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016527,3_40代,04_技術職,2_既婚,2_中,0_無,0_少,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016528,3_40代,01_経営者,3_離婚,2_中,0_無,4_多,0_無,1_有,1_Tel,1回,0回,0_無,0_無
TR00016529,4_50代,09_退職者,2_既婚,2_中,0_無,1_やや少,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016530,2_30代,06_サービス職,1_未婚,2_中,0_無,1_やや少,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016531,3_40代,05_労務職,2_既婚,1_低,0_無,0_少,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016532,2_30代,05_労務職,1_未婚,1_低,1_有,0_少,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016533,3_40代,06_サービス職,3_離婚,2_中,0_無,1_やや少,0_無,0_無,2_e-mail,3回以上,0回,0_無,0_無
TR00016534,4_50代,02_管理職,3_離婚,3_高,0_無,3_やや多,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016535,4_50代,06_サービス職,2_既婚,2_中,0_無,1_やや少,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016536,4_50代,06_サービス職,2_既婚,2_中,0_無,0_少,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016537,1_20代,04_技術職,1_未婚,2_中,0_無,3_やや多,0_無,0_無,1_Tel,3回以上,0回,0_無,0_無
TR00016538,3_40代,02_管理職,2_既婚,3_高,0_無,0_少,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016539,2_30代,05_労務職,2_既婚,1_低,0_無,1_やや少,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016540,4_50代,01_経営者,2_既婚,1_低,0_無,3_やや多,0_無,1_有,1_Tel,1回,0回,0_無,0_無
TR00016541,1_20代,01_経営者,2_既婚,2_中,0_無,0_少,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016542,3_40代,03_事務職,2_既婚,2_中,0_無,4_多,0_無,0_無,2_e-mail,1回,0回,0_無,0_無
TR00016543,2_30代,02_管理職,1_未婚,3_高,0_無,3_やや多,1_有,0_無,1_Tel,3回以上,0回,0_無,0_無
TR00016544,3_40代,06_サービス職,2_既婚,X_不明,0_無,2_中,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016545,1_20代,01_経営者,3_離婚,3_高,0_無,2_中,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016546,4_50代,05_労務職,2_既婚,1_低,0_無,1_やや少,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016547,3_40代,02_管理職,2_既婚,3_高,0_無,0_少,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016548,2_30代,08_主婦,2_既婚,1_低,0_無,0_少,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016549,2_30代,04_技術職,2_既婚,3_高,0_無,0_少,0_無,1_有,1_Tel,1回,0回,0_無,0_無
TR00016550,3_40代,08_主婦,2_既婚,1_低,0_無,0_少,0_無,0_無,2_e-mail,1回,0回,0_無,0_無
TR00016551,2_30代,02_管理職,2_既婚,3_高,0_無,0_少,0_無,1_有,1_Tel,1回,0回,0_無,0_無
TR00016552,3_40代,01_経営者,3_離婚,3_高,0_無,4_多,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016553,2_30代,04_技術職,2_既婚,3_高,0_無,4_多,1_有,0_無,1_Tel,1回,0回,0_無,0_無
TR00016554,2_30代,04_技術職,2_既婚,2_中,0_無,0_少,0_無,1_有,1_Tel,1回,0回,0_無,0_無
TR00016555,3_40代,05_労務職,1_未婚,1_低,0_無,0_少,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016556,2_30代,03_事務職,2_既婚,2_中,0_無,0_少,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016557,4_50代,02_管理職,2_既婚,3_高,0_無,3_やや多,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016558,3_40代,05_労務職,2_既婚,2_中,0_無,2_中,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016559,2_30代,04_技術職,2_既婚,3_高,0_無,0_少,0_無,1_有,1_Tel,3回以上,0回,0_無,0_無
TR00016560,4_50代,09_退職者,3_離婚,2_中,0_無,0_少,0_無,1_有,1_Tel,1回,0回,0_無,1_有
TR00016561,2_30代,01_経営者,2_既婚,2_中,0_無,2_中,0_無,1_有,1_Tel,3回以上,0回,0_無,1_有
TR00016562,2_30代,10_無職,1_未婚,2_中,0_無,1_やや少,0_無,1_有,1_Tel,1回,0回,0_無,0_無
TR00016563,1_20代,08_主婦,2_既婚,2_中,0_無,1_やや少,1_有,0_無,1_Tel,1回,0回,0_無,0_無
TR00016564,2_30代,02_管理職,2_既婚,3_高,0_無,3_やや多,0_無,1_有,1_Tel,2回,0回,0_無,1_有
TR00016565,1_20代,03_事務職,1_未婚,2_中,0_無,0_少,0_無,0_無,1_Tel,1回,0回,0_無,1_有
TR00016566,2_30代,07_自営業,2_既婚,2_中,0_無,2_中,0_無,1_有,1_Tel,1回,0回,0_無,0_無
TR00016567,4_50代,06_サービス職,2_既婚,1_低,0_無,1_やや少,0_無,1_有,1_Tel,2回,0回,0_無,0_無
TR00016568,4_50代,05_労務職,2_既婚,2_中,0_無,3_やや多,0_無,0_無,2_e-mail,1回,0回,0_無,0_無
TR00016569,4_50代,02_管理職,2_既婚,3_高,1_有,0_少,0_無,1_有,1_Tel,2回,0回,0_無,0_無
TR00016570,3_40代,06_サービス職,2_既婚,2_中,0_無,0_少,0_無,0_無,2_e-mail,1回,0回,0_無,0_無
TR00016571,2_30代,02_管理職,2_既婚,3_高,0_無,0_少,0_無,0_無,2_e-mail,1回,0回,0_無,0_無
TR00016572,2_30代,02_管理職,2_既婚,3_高,0_無,2_中,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016573,2_30代,03_事務職,2_既婚,2_中,0_無,2_中,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016574,4_50代,02_管理職,3_離婚,3_高,1_有,0_少,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016575,1_20代,02_管理職,1_未婚,3_高,0_無,0_少,0_無,0_無,1_Tel,3回以上,0回,0_無,0_無
TR00016576,4_50代,07_自営業,2_既婚,2_中,0_無,3_やや多,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016577,2_30代,04_技術職,2_既婚,2_中,0_無,3_やや多,0_無,0_無,1_Tel,3回以上,0回,0_無,0_無
TR00016578,3_40代,05_労務職,2_既婚,1_低,0_無,3_やや多,0_無,1_有,1_Tel,1回,0回,0_無,0_無
TR00016579,1_20代,04_技術職,3_離婚,2_中,0_無,1_やや少,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016580,4_50代,04_技術職,2_既婚,1_低,0_無,0_少,0_無,1_有,1_Tel,1回,0回,0_無,0_無
TR00016581,1_20代,05_労務職,2_既婚,2_中,0_無,1_やや少,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016582,4_50代,05_労務職,2_既婚,1_低,0_無,1_やや少,0_無,1_有,1_Tel,2回,0回,0_無,0_無
TR00016583,2_30代,05_労務職,2_既婚,2_中,0_無,1_やや少,1_有,0_無,1_Tel,2回,0回,0_無,0_無
TR00016584,2_30代,05_労務職,2_既婚,1_低,0_無,1_やや少,0_無,1_有,1_Tel,3回以上,0回,0_無,0_無
TR00016585,1_20代,03_事務職,2_既婚,2_中,0_無,1_やや少,0_無,1_有,1_Tel,2回,0回,0_無,0_無
TR00016586,3_40代,05_労務職,2_既婚,2_中,0_無,4_多,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016587,2_30代,04_技術職,1_未婚,3_高,0_無,0_少,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016588,3_40代,05_労務職,2_既婚,1_低,0_無,0_少,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016589,2_30代,04_技術職,2_既婚,3_高,0_無,2_中,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016590,1_20代,01_経営者,1_未婚,2_中,0_無,1_やや少,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016591,2_30代,04_技術職,2_既婚,2_中,0_無,2_中,0_無,1_有,1_Tel,1回,0回,0_無,0_無
TR00016592,2_30代,03_事務職,3_離婚,2_中,0_無,3_やや多,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016593,2_30代,02_管理職,1_未婚,3_高,0_無,3_やや多,1_有,0_無,1_Tel,1回,0回,0_無,0_無
TR00016594,2_30代,10_無職,2_既婚,2_中,0_無,0_少,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016595,2_30代,02_管理職,3_離婚,1_低,1_有,0_少,0_無,0_無,2_e-mail,1回,0回,0_無,0_無
TR00016596,1_20代,02_管理職,2_既婚,3_高,0_無,4_多,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016597,3_40代,05_労務職,2_既婚,2_中,1_有,3_やや多,0_無,1_有,1_Tel,1回,0回,0_無,1_有
TR00016598,2_30代,05_労務職,1_未婚,2_中,0_無,0_少,0_無,1_有,1_Tel,3回以上,0回,0_無,0_無
TR00016599,4_50代,03_事務職,1_未婚,2_中,0_無,1_やや少,0_無,1_有,2_e-mail,3回以上,0回,0_無,0_無
TR00016600,3_40代,05_労務職,2_既婚,2_中,0_無,4_多,0_無,1_有,1_Tel,2回,0回,0_無,0_無
TR00016601,3_40代,05_労務職,2_既婚,2_中,0_無,1_やや少,0_無,0_無,2_e-mail,3回以上,0回,0_無,0_無
TR00016602,1_20代,01_経営者,2_既婚,3_高,0_無,0_少,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016603,3_40代,06_サービス職,2_既婚,2_中,0_無,0_少,1_有,0_無,1_Tel,2回,0回,0_無,0_無
TR00016604,2_30代,04_技術職,1_未婚,2_中,0_無,1_やや少,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016605,3_40代,06_サービス職,2_既婚,2_中,0_無,1_やや少,0_無,1_有,1_Tel,2回,0回,0_無,0_無
TR00016606,4_50代,05_労務職,2_既婚,1_低,0_無,3_やや多,0_無,1_有,1_Tel,3回以上,0回,0_無,0_無
TR00016607,2_30代,04_技術職,2_既婚,2_中,0_無,3_やや多,0_無,1_有,1_Tel,1回,0回,0_無,0_無
TR00016608,2_30代,04_技術職,1_未婚,2_中,1_有,1_やや少,0_無,1_有,1_Tel,1回,0回,0_無,0_無
TR00016609,2_30代,05_労務職,2_既婚,2_中,0_無,4_多,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016610,4_50代,05_労務職,2_既婚,2_中,0_無,4_多,0_無,0_無,2_e-mail,3回以上,0回,0_無,0_無
TR00016611,4_50代,02_管理職,2_既婚,3_高,0_無,0_少,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016612,2_30代,05_労務職,2_既婚,2_中,0_無,3_やや多,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016613,4_50代,05_労務職,3_離婚,1_低,0_無,3_やや多,1_有,0_無,1_Tel,1回,0回,0_無,0_無
TR00016614,1_20代,02_管理職,2_既婚,3_高,0_無,3_やや多,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016615,2_30代,04_技術職,2_既婚,3_高,0_無,4_多,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016616,2_30代,02_管理職,3_離婚,3_高,0_無,3_やや多,0_無,0_無,1_Tel,2回,0回,0_無,1_有
TR00016617,1_20代,04_技術職,1_未婚,2_中,0_無,3_やや多,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016618,2_30代,10_無職,2_既婚,1_低,0_無,0_少,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016619,3_40代,02_管理職,2_既婚,2_中,0_無,1_やや少,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016620,2_30代,04_技術職,1_未婚,2_中,0_無,3_やや多,0_無,1_有,1_Tel,2回,0回,0_無,0_無
TR00016621,2_30代,02_管理職,1_未婚,3_高,0_無,1_やや少,0_無,0_無,2_e-mail,3回以上,0回,0_無,0_無
TR00016622,3_40代,07_自営業,2_既婚,3_高,0_無,3_やや多,0_無,0_無,1_Tel,3回以上,0回,0_無,0_無
TR00016623,2_30代,03_事務職,1_未婚,2_中,0_無,3_やや多,0_無,0_無,2_e-mail,2回,0回,0_無,0_無
TR00016624,3_40代,04_技術職,2_既婚,X_不明,0_無,3_やや多,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016625,2_30代,06_サービス職,2_既婚,2_中,0_無,0_少,0_無,1_有,1_Tel,1回,0回,0_無,0_無
TR00016626,1_20代,04_技術職,1_未婚,2_中,0_無,3_やや多,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016627,4_50代,04_技術職,3_離婚,3_高,0_無,3_やや多,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016628,2_30代,05_労務職,2_既婚,2_中,0_無,0_少,0_無,1_有,1_Tel,1回,0回,0_無,0_無
TR00016629,2_30代,05_労務職,2_既婚,2_中,0_無,0_少,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016630,3_40代,05_労務職,3_離婚,2_中,0_無,1_やや少,0_無,1_有,1_Tel,1回,0回,0_無,0_無
TR00016631,4_50代,08_主婦,2_既婚,3_高,0_無,4_多,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016632,2_30代,05_労務職,2_既婚,1_低,0_無,1_やや少,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016633,3_40代,02_管理職,2_既婚,3_高,1_有,0_少,1_有,1_有,1_Tel,1回,0回,0_無,0_無
TR00016634,2_30代,05_労務職,2_既婚,X_不明,0_無,0_少,0_無,0_無,1_Tel,3回以上,0回,0_無,0_無
TR00016635,2_30代,02_管理職,2_既婚,3_高,0_無,3_やや多,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016636,2_30代,02_管理職,1_未婚,3_高,0_無,2_中,0_無,1_有,1_Tel,1回,0回,0_無,0_無
TR00016637,1_20代,04_技術職,1_未婚,2_中,0_無,2_中,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016638,2_30代,03_事務職,2_既婚,2_中,0_無,2_中,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016639,1_20代,05_労務職,1_未婚,2_中,0_無,3_やや多,0_無,0_無,1_Tel,3回以上,0回,0_無,0_無
TR00016640,1_20代,02_管理職,2_既婚,3_高,0_無,4_多,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016641,2_30代,04_技術職,3_離婚,2_中,0_無,4_多,0_無,1_有,1_Tel,1回,0回,0_無,0_無
TR00016642,3_40代,10_無職,3_離婚,2_中,0_無,0_少,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016643,2_30代,07_自営業,2_既婚,3_高,0_無,2_中,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016644,4_50代,02_管理職,2_既婚,1_低,0_無,1_やや少,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016645,3_40代,05_労務職,2_既婚,2_中,0_無,4_多,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016646,2_30代,03_事務職,1_未婚,2_中,0_無,4_多,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016647,2_30代,04_技術職,2_既婚,2_中,0_無,1_やや少,0_無,1_有,1_Tel,2回,0回,0_無,0_無
TR00016648,1_20代,03_事務職,1_未婚,2_中,0_無,3_やや多,0_無,0_無,1_Tel,1回,0回,0_無,1_有
TR00016649,4_50代,02_管理職,2_既婚,3_高,0_無,2_中,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016650,3_40代,01_経営者,2_既婚,2_中,0_無,0_少,0_無,0_無,2_e-mail,3回以上,0回,0_無,0_無
TR00016651,3_40代,09_退職者,2_既婚,1_低,0_無,1_やや少,0_無,0_無,1_Tel,2回,0回,0_無,0_無
TR00016652,3_40代,03_事務職,3_離婚,2_中,0_無,1_やや少,0_無,0_無,1_Tel,3回以上,0回,0_無,1_有
TR00016653,4_50代,02_管理職,3_離婚,3_高,0_無,1_やや少,1_有,0_無,1_Tel,1回,0回,0_無,0_無
TR00016654,2_30代,06_サービス職,2_既婚,2_中,0_無,3_やや多,0_無,1_有,1_Tel,2回,0回,0_無,0_無
TR00016655,4_50代,09_退職者,2_既婚,1_低,0_無,0_少,0_無,0_無,2_e-mail,1回,0回,0_無,0_無
TR00016656,1_20代,06_サービス職,2_既婚,2_中,0_無,0_少,0_無,0_無,1_Tel,1回,0回,0_無,0_無
TR00016657,1_20代,04_技術職,1_未婚,2_中,0_無,4_多,0_無,0_無,1_Tel,1回,0回,0_無,1_有
TR00016658,3_40代,02_管理職,3_離婚,2_中,0_無,1_やや少,0_無,0_無,1_Tel,3回以上,0回,0_無,0_無
TR00016659,2_30代,02_管理職,1_未婚,2_中,1_有,0_少,0_無,0_無,2_e-mail,3回以上,0回,0_無,0_無
TR00016660,2_30代,06_サービス職,2_既婚,X_不明,0_無,0_少,0_無,1_有,1_Tel,1回,0回,0_無,0_無
TR00016661,4_50代,03_事務職,2_既婚,2_中,0_無,2_中,0_無,1_有,1_Tel,2回,0回,0_無,0_無
TR00016662,4_50代,04_技術職,3_離婚,2_中,0_無,0_少,0_無,1_有,1_Tel,1回,0回,0_無,0_無
